Unnamed: 0,label,text,label_num
3325,ham,"Subject: fw : 05 / 01 ena gas sales on hpl , to d & h gas company
unable to add may production as contract needs to be exteneded .
- - - - - original message - - - - -
from : farmer , daren j .
sent : thursday , june 14 , 2001 1 : 33 pm
to : hernandez , elizabeth l .
subject : fw : 05 / 01 ena gas sales on hpl , to d & h gas company
importance : high
elizabeth ,
can you extend the contract with d & h under deal 70120 for 1 month to cover this volume ?
d
- - - - - original message - - - - -
from : tnray @ aep . com @ enron [ mailto : imceanotes - tnray + 40 aep + 2 ecom + 40 enron @ enron . com ]
sent : thursday , june 14 , 2001 11 : 44 am
to : dfarmer @ enron . com
subject : re : 05 / 01 ena gas sales on hpl , to d & h gas company
importance : high
daren ,
per my e - mail to julie and her reply ( see below ) , can you help me with
this ?
thanks !
tess
- - - - - forwarded by tessie n ray / aepin on 06 / 14 / 01 11 : 44 am - - - - -
julie l meyers
to : tessie n ray / aepin @ aepin
06 / 14 / 01 10 : 58 cc :
am subject : re : 05 / 01 ena gas sales on hpl , to d & h gas company
( document link : tessie n ray )
i did a search and found no deals for may for this counterparty . call
daren farmer at 713 - 853 - 6905 , and he could probably put the deal in for
you .
( embedded image moved to file : picl 6827 . pcx ) tessie n ray
06 / 13 / 2001 03 : 44 pm
to : julie l meyers / hol / aepin @ aepin
cc : elizabeth . hernandez @ enron . com
subject : 05 / 01 ena gas sales on hpl , to d & h gas company
( embedded
image moved ( embedded image moved to file : pico 0491 . pcx )
to file :
pico 9961 . pcx )
julie -
need your help again . . . .
d & h gas company , faxed their 05 / 01 volume support for hpl meter 428
( 980428 ) , whihc reflects ena gas sales to d & h for 5 / 11 / 01 , 143 mmbtu and
5 / 31 / 01 for 286 mmbtu for a total of 429 mmbtu for 05 / 01 . he deal last
month ( 04 / 01 ) , was sa - 70120 . i don ' t have see a sales draft under ena or
hpl for 05 / 01 sales to d & h , nor do i see any 05 / 01 sales deal under
sa - 70120 .
can you assist me in finding out if there was a sale to d & h in 05 / 01 , and
if so , what is the deal number and where is sales draft ?
thanks !
tess
- picl 6827 . pcx
- pico 9961 . pcx
- pico 0491 . pcx",0
4622,spam,"Subject: want your music for free ? we teach you how to do it .
press here to enter !
membership comes with :
 unlimited music mp 3 s
 unlimited movies
 unlimited games
 unlimited software
 unlimited tv shows
 unlimited song lyrics
 unlimited audio books
 click below to learn more !
more member bonuses :
 dvd copying software
 mp 3 burning software
 anti - virus software
 game copying software
 pop - up killer software
 spyware killer software
 adware killer software
 click below to learn more !
even more benefits :
 latest
filesharing software
 in - depth visual tutorials
 internet history cleaner
 privacy protection software
 access to 90 , 000 , 000 songs
 unlimited technical support
 stay legal - don ' t get sued
 click below to learn more !
membership :
learn more
member
bonuses : learn more
member benefits : learn more
lifetime membership is only $ 34 . 95 !
press here to join now and start downloading in minutes !
to be removed from future email notifications , please click here .",1
2686,ham,"Subject: hpl nom for march 10 - 12 , 2001
( see attached file : hplno 310 . xls )
- hplno 310 . xls",0
254,ham,"Subject: buyer vs . seller on intercompany deals
to clarify the memo that i sent yesterday concerning buyer vs . seller on
intercompany deals , i want to make sure that everyone understands that not
only will the seller side post on the sitara deal but that the volume
feedback reconciliation report will reflect the error ( s ) associated with the
buy side as well . it will no longer show the the error ( s ) generated by the
sales side as it currently does . this change will coincide with the way sap
reports intercompany transactions .
please let me know if you have any questions or concerns .
note : the volume feedback reconciliation report is the report which i
distribute on a daily basis .
thanks ,
rhp
- - - - - - - - - - - - - - - - - - - - - - forwarded by regina perkins / hou / ect on 02 / 04 / 2000
10 : 20 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
regina perkins
02 / 03 / 2000 05 : 32 pm
to : edward terry / hou / ect @ ect , katherine l kelly / hou / ect @ ect , george
smith / hou / ect @ ect , mary m smith / hou / ect @ ect , daren j farmer / hou / ect @ ect , jim
homco / hou / ect @ ect , randall l gay / hou / ect @ ect , pat clynes / corp / enron @ enron ,
bryce baxter / hou / ect @ ect , rita wynne / hou / ect @ ect , gary nelson / hou / ect @ ect
cc : regina perkins / hou / ect @ ect , scott mills / hou / ect @ ect , francis s
lim / hou / ect @ ect
subject : buyer vs . seller on intercompany deals
it has been brought to my attention that sap will not use the buyer as the
governing value associated with intercompany deals but the seller .
currently , sitara captures the volume bridged back on the buy side not the
sales side . i wanted to make sure that those of you who would be impacted by
the change were aware of how sitara would reflected the volumes associated
with intercompany deals . if there are any concerns with this , please let me
know as soon as possible . i will need to have an adjustment made to the
volume feedback reconciliation report to reflect this change once it has been
finalized . it may be a month or two before this is implemented but i wanted
to make sure everyone had advance notice .
if you have any questions , please do not hesitate to contact me at x 39222 .
thanks ,
rhp",0
3825,spam,"Subject: : : : : : : : : : : : like ma - a - sturbation : : : : : : : : : : : destructor
- - - - y - 0 - uu - n - g lovvers - - - - -
vir - r - gin t * e * e * n - n - s screw - w - ed
up the ass
slob - b - bering ove - e - r
simmer - r - ing coc - k - k !
hear them squeal in delight !
first cum - m - shots on her face !
http : / / mmm - sex . biz / 90 yl / ? 5 wr 8 n
- like ma - a - sturbation
- ha - a - rd an - a - al lover
- fantastic ex - c - clusive vid - e - eos
exclu - u - sive cont - e - ent for yo - u - u
three sites at the pr - i - ice of one
you save $ 69 . 95 !
your bonus site :
maxxxvideo yourvvvirgins
http : / / mmm - sex . biz / 90 yl / ? ewozn
erickson dementia occupation song acquaint far collocation composite berkshire gelatinous cabdriver gristmill decontrol drown gambol clandestine calvert .
household galactose befuddle contralateral aquarius curriculum ackerman psychometry dedicate compute allegra anodic .
golly ltv irreparable forbidden franklin ox catastrophic stunt bub osha promethean .
mignon renault sabina larry cheryl occur jaw articulate uranus inc babysit spastic deduct ac gerard sybil admiration dynamite craft conn inadequacy quadric stupor patrolling cable label .
missoula precarious shelley dwarf hokan reed idolatry upholster curriculum familiarly swede eternity workmen counterpart twofold pike changeable arabia isotopic mn apperception tinsel colloquium bode funny dharma rear socratic hirsch consensus bad wrath who ' ve due wastage adulterate dod elizabeth .
capistrano scuba detour apatite lighthouse dioxide weeks tacitus demo cradle rouse postcard downing pinball sunscreen decorous vicious hitchcock theretofore imp bathroom set cannabis betel steeplechase .
strait parks eben showy context amorphous damn bestubble isotropic lo crankcase accuse padre cosh fable wiremen adair switzerland nucleic torture coffer aching haugen eccles dogging agreeable glue concave shelton rattail she ' d .
",1
4667,spam,"Subject: pleasure \ / all 1 um , ambl 1 en , xanaax , tussioneex , clal 1 is , \ / 11 agrra , adlpex from $ 65 position run
list bit ,
xanaax , \ / alium , cialiis , \ / iaagra , ambieen & all popular medssno long questioning form , you pay & we shiip out today shippiing build
prom 0 tion running now :
\ / aliuum : from $ 70
ambiien : from $ 68
ciaaliis : from $ 96
\ / iaagra : from $ 64
xanaax : from $ 75
because girl kindness carry ' further she quietly lose .
",1
995,ham,"Subject: resume - robert goerner
following is the resume of robert goerner . he is currently at reliant doing
pipeline accounting . his salary is at $ 52 k . he was referred by karen
lindley .",0
2757,ham,"Subject: base gas roll for april 01
the texas desk has requested that we run the base gas roll tonight , 3 / 19 for
april 2001 production
thanks
gg",0
2886,ham,"Subject: calpine daily and monthly nomination
> >
ricky a . archer
fuel supply
700 louisiana , suite 2700
houston , texas 77002
713 - 830 - 8659 direct
713 - 830 - 8722 fax
- calpine daily gas nomination 1 . doc
- calpine monthly gas nomination _ _ _ . doc",0
511,ham,"Subject: february , meter 9822 sanchez worthen central pt .
hi guys , trying to clean up feb outstanding issues . looks like we should
have a deal with sanchez at the above referenced meter . currently , strangers
gas is getting the flow .
could you let me know if this is valid or not ? settlements needs to know
asap . seems an invoice for the gas has been received .
thanks ! !
charlotte hawkins",0
